
=== OTF2-PRINT ===
=== Events =====================================================================
Event                               Location            Timestamp  Attributes
LEAVE                                      0     7680567516069558  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567516069806  Region: "MPI_Waitall" <206>
LEAVE                                      0     7680567516070269  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567516070362  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567516070439  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567516070510  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516612362  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 380
LEAVE                                      0     7680567516612748  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516637207  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516641605  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 381
LEAVE                                      0     7680567516641985  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516665587  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516688502  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 382
LEAVE                                      0     7680567516688903  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516710850  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516917164  Sender: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 383
LEAVE                                      0     7680567516917481  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516939464  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516939759  Sender: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 384
LEAVE                                      0     7680567516940034  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516960996  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567516962049  Sender: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 385
LEAVE                                      0     7680567516962375  Region: "MPI_Wait" <205>
ENTER                                      0     7680567516983068  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567517483203  Sender: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 48, Request: 386
LEAVE                                      0     7680567517483482  Region: "MPI_Wait" <205>
ENTER                                      0     7680567517500803  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567517500988  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567517501093  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567517501331  Request: 387
LEAVE                                      0     7680567517502327  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567517502473  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567517502635  Request: 388
LEAVE                                      0     7680567517503216  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567517503353  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567517503490  Request: 389
LEAVE                                      0     7680567517504046  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567517508079  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567517508260  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567518163579  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567518163828  Receiver: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 390
LEAVE                                      0     7680567518165540  Region: "MPI_Isend" <162>
ENTER                                      0     7680567518188985  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567518189238  Receiver: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 391
LEAVE                                      0     7680567518190743  Region: "MPI_Isend" <162>
ENTER                                      0     7680567518217748  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567518217998  Receiver: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 392
LEAVE                                      0     7680567518223581  Region: "MPI_Isend" <162>
ENTER                                      0     7680567518223770  Region: "MPI_Waitall" <206>
MPI_ISEND_COMPLETE                         0     7680567518421344  Request: 390
MPI_ISEND_COMPLETE                         0     7680567518421822  Request: 391
MPI_ISEND_COMPLETE                         0     7680567518422018  Request: 392
LEAVE                                      0     7680567518422392  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567518422704  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567518422817  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567518422897  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567518423169  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 387
LEAVE                                      0     7680567518423609  Region: "MPI_Wait" <205>
ENTER                                      0     7680567518437270  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567518437626  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 388
LEAVE                                      0     7680567518437957  Region: "MPI_Wait" <205>
ENTER                                      0     7680567518446034  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567518446264  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 389
LEAVE                                      0     7680567518446523  Region: "MPI_Wait" <205>
ENTER                                      0     7680567518472116  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567518472343  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567518472453  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518472701  Request: 393
LEAVE                                      0     7680567518473636  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518473783  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518473934  Request: 394
LEAVE                                      0     7680567518474514  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518474650  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518474784  Request: 395
LEAVE                                      0     7680567518475316  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518475448  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518475582  Request: 396
LEAVE                                      0     7680567518476167  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518476302  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518476440  Request: 397
LEAVE                                      0     7680567518476987  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518477118  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518477255  Request: 398
LEAVE                                      0     7680567518477746  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567518477876  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567518478015  Request: 399
LEAVE                                      0     7680567518478499  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567519335476  Region: "MPI_Allreduce" <6>
MPI_COLLECTIVE_BEGIN                       0     7680567519335476  
MPI_COLLECTIVE_END                         0     7680567520298463  Operation: ALLREDUCE, Communicator: "MPI_COMM_WORLD" <1>, Root: UNDEFINED, Sent: 1728, Received: 1728
LEAVE                                      0     7680567520298647  Region: "MPI_Allreduce" <6>
ENTER                                      0     7680567520298860  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567520298975  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567520669859  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520670153  Receiver: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 400
LEAVE                                      0     7680567520671949  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520695092  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520695347  Receiver: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 401
LEAVE                                      0     7680567520697090  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520724278  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520724538  Receiver: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 402
LEAVE                                      0     7680567520725937  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520744562  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520744791  Receiver: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 403
LEAVE                                      0     7680567520746245  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520764797  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520765041  Receiver: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 404
LEAVE                                      0     7680567520766432  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520784972  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520785246  Receiver: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 405
LEAVE                                      0     7680567520786669  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520799200  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567520799415  Receiver: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 24, Request: 406
LEAVE                                      0     7680567520800717  Region: "MPI_Isend" <162>
ENTER                                      0     7680567520800903  Region: "MPI_Waitall" <206>
MPI_ISEND_COMPLETE                         0     7680567521100667  Request: 400
MPI_ISEND_COMPLETE                         0     7680567521101115  Request: 401
MPI_ISEND_COMPLETE                         0     7680567521101290  Request: 402
MPI_ISEND_COMPLETE                         0     7680567521101469  Request: 403
MPI_ISEND_COMPLETE                         0     7680567521101654  Request: 404
MPI_ISEND_COMPLETE                         0     7680567521101803  Request: 405
MPI_ISEND_COMPLETE                         0     7680567521101948  Request: 406
LEAVE                                      0     7680567521102252  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567521102545  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567521102681  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567521102770  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521103039  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 393
LEAVE                                      0     7680567521103457  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521120232  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521120612  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 394
LEAVE                                      0     7680567521120951  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521134013  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521134269  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 395
LEAVE                                      0     7680567521134578  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521147542  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521194037  Sender: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 396
LEAVE                                      0     7680567521194371  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521206236  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521206488  Sender: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 397
LEAVE                                      0     7680567521206748  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521218648  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521250642  Sender: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 398
LEAVE                                      0     7680567521250939  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521263366  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567521632647  Sender: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 24, Request: 399
LEAVE                                      0     7680567521632983  Region: "MPI_Wait" <205>
ENTER                                      0     7680567521642900  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567521643076  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567521643177  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521643383  Request: 407
LEAVE                                      0     7680567521644436  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521644581  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521644740  Request: 408
LEAVE                                      0     7680567521645327  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521645473  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521645617  Request: 409
LEAVE                                      0     7680567521646157  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521646291  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521646435  Request: 410
LEAVE                                      0     7680567521647006  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521647130  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521647265  Request: 411
LEAVE                                      0     7680567521647775  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521647910  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521648046  Request: 412
LEAVE                                      0     7680567521648535  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521648662  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567521648802  Request: 413
LEAVE                                      0     7680567521649292  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567521664148  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567521664331  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567521664564  Region: "MPI_Waitall" <206>
LEAVE                                      0     7680567521665042  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567521665144  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567521665229  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567521665300  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522257680  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 407
LEAVE                                      0     7680567522258047  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522282681  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522283320  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 408
LEAVE                                      0     7680567522283691  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522306103  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522330555  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 1009200, Request: 409
LEAVE                                      0     7680567522331066  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522353649  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522498359  Sender: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 410
LEAVE                                      0     7680567522498695  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522520299  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522520607  Sender: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 411
LEAVE                                      0     7680567522520894  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522541308  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567522542328  Sender: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 6960, Request: 412
LEAVE                                      0     7680567522542635  Region: "MPI_Wait" <205>
ENTER                                      0     7680567522563124  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567523105329  Sender: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 2048, Length: 48, Request: 413
LEAVE                                      0     7680567523105682  Region: "MPI_Wait" <205>
ENTER                                      0     7680567523123789  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567523123968  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567523124101  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567523124354  Request: 414
LEAVE                                      0     7680567523125402  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567523125574  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567523125726  Request: 415
LEAVE                                      0     7680567523126313  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567523126455  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567523126611  Request: 416
LEAVE                                      0     7680567523127151  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567523131119  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567523131292  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567523786635  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567523786924  Receiver: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 417
LEAVE                                      0     7680567523788595  Region: "MPI_Isend" <162>
ENTER                                      0     7680567523812112  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567523812385  Receiver: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 418
LEAVE                                      0     7680567523813918  Region: "MPI_Isend" <162>
ENTER                                      0     7680567523841255  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567523841520  Receiver: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 419
LEAVE                                      0     7680567523842684  Region: "MPI_Isend" <162>
ENTER                                      0     7680567523842859  Region: "MPI_Waitall" <206>
MPI_ISEND_COMPLETE                         0     7680567524021330  Request: 417
MPI_ISEND_COMPLETE                         0     7680567524021761  Request: 418
MPI_ISEND_COMPLETE                         0     7680567524021931  Request: 419
LEAVE                                      0     7680567524022298  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567524022577  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567524022714  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567524022814  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567524023135  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 414
LEAVE                                      0     7680567524023550  Region: "MPI_Wait" <205>
ENTER                                      0     7680567524036852  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567524037220  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 415
LEAVE                                      0     7680567524037585  Region: "MPI_Wait" <205>
ENTER                                      0     7680567524045885  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567524046120  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 3072, Length: 497664, Request: 416
LEAVE                                      0     7680567524046396  Region: "MPI_Wait" <205>
ENTER                                      0     7680567524071783  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567524072003  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567524072114  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524072378  Request: 420
LEAVE                                      0     7680567524073289  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524073448  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524073611  Request: 421
LEAVE                                      0     7680567524074174  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524074300  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524074443  Request: 422
LEAVE                                      0     7680567524074982  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524075121  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524075262  Request: 423
LEAVE                                      0     7680567524075882  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524076014  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524076151  Request: 424
LEAVE                                      0     7680567524076661  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524076793  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524076932  Request: 425
LEAVE                                      0     7680567524077446  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524077582  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567524077721  Request: 426
LEAVE                                      0     7680567524078260  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567524934064  Region: "MPI_Allreduce" <6>
MPI_COLLECTIVE_BEGIN                       0     7680567524934064  
MPI_COLLECTIVE_END                         0     7680567525911242  Operation: ALLREDUCE, Communicator: "MPI_COMM_WORLD" <1>, Root: UNDEFINED, Sent: 1728, Received: 1728
LEAVE                                      0     7680567525911406  Region: "MPI_Allreduce" <6>
ENTER                                      0     7680567525911624  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567525911743  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567526269736  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526270011  Receiver: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 427
LEAVE                                      0     7680567526271862  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526295440  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526295689  Receiver: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 428
LEAVE                                      0     7680567526297392  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526328469  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526328735  Receiver: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 429
LEAVE                                      0     7680567526330077  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526349359  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526349606  Receiver: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 430
LEAVE                                      0     7680567526351136  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526369698  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526369939  Receiver: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 431
LEAVE                                      0     7680567526371418  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526389691  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526389932  Receiver: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 432
LEAVE                                      0     7680567526391324  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526404088  Region: "MPI_Isend" <162>
MPI_ISEND                                  0     7680567526404307  Receiver: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 24, Request: 433
LEAVE                                      0     7680567526405591  Region: "MPI_Isend" <162>
ENTER                                      0     7680567526405767  Region: "MPI_Waitall" <206>
MPI_ISEND_COMPLETE                         0     7680567526668099  Request: 427
MPI_ISEND_COMPLETE                         0     7680567526668532  Request: 428
MPI_ISEND_COMPLETE                         0     7680567526668710  Request: 429
MPI_ISEND_COMPLETE                         0     7680567526668900  Request: 430
MPI_ISEND_COMPLETE                         0     7680567526669089  Request: 431
MPI_ISEND_COMPLETE                         0     7680567526669261  Request: 432
MPI_ISEND_COMPLETE                         0     7680567526669462  Request: 433
LEAVE                                      0     7680567526669787  Region: "MPI_Waitall" <206>
ENTER                                      0     7680567526670094  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567526670248  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567526670335  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526670526  Sender: 36 ("Master thread" <36>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 420
LEAVE                                      0     7680567526670785  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526689945  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526690302  Sender: 6 ("Master thread" <6>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 421
LEAVE                                      0     7680567526690650  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526704535  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526704820  Sender: 1 ("Master thread" <1>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 504600, Request: 422
LEAVE                                      0     7680567526705122  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526717121  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526831551  Sender: 7 ("Master thread" <7>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 423
LEAVE                                      0     7680567526831856  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526843837  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526844107  Sender: 42 ("Master thread" <42>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 424
LEAVE                                      0     7680567526844376  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526855846  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567526902410  Sender: 37 ("Master thread" <37>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 3480, Request: 425
LEAVE                                      0     7680567526902704  Region: "MPI_Wait" <205>
ENTER                                      0     7680567526915271  Region: "MPI_Wait" <205>
MPI_IRECV                                  0     7680567527236062  Sender: 43 ("Master thread" <43>), Communicator: "MPI_COMM_WORLD" <1>, Tag: 1024, Length: 24, Request: 426
LEAVE                                      0     7680567527236423  Region: "MPI_Wait" <205>
ENTER                                      0     7680567527246606  Region: "MPI_Comm_rank" <33>
LEAVE                                      0     7680567527246796  Region: "MPI_Comm_rank" <33>
ENTER                                      0     7680567527246921  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527247166  Request: 434
LEAVE                                      0     7680567527248271  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527248429  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527248595  Request: 435
LEAVE                                      0     7680567527249345  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527249505  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527249646  Request: 436
LEAVE                                      0     7680567527250201  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527250335  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527250483  Request: 437
LEAVE                                      0     7680567527251151  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527251285  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527251435  Request: 438
LEAVE                                      0     7680567527251976  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527252116  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527252249  Request: 439
LEAVE                                      0     7680567527252756  Region: "MPI_Irecv" <153>
ENTER                                      0     7680567527252885  Region: "MPI_Irecv" <153>
MPI_IRECV_REQUEST                          0     7680567527253017  Request: 440
LEAVE                                      0     7680567527253518  Region: "MPI_Irecv" <153>
